"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"WWC3",0.127060648695951,-0.240085243463261,0.038,0.04,1
"MVB12B",0.127388073263862,0.470209435344994,0.017,0.011,1
"FASN",0.127569372450464,-0.543370199905338,0.012,0.014,1
"TOMM40L",0.127571309986342,0.388140926467817,0.02,0.014,1
"SLC17A9",0.127575268597349,-0.513232338822443,0.012,0.014,1
"FXR2",0.127810396378389,-0.674247898582877,0.016,0.024,1
"HIST1H2AE",0.127841236597196,-0.708422932267761,0.015,0.02,1
"POLB",0.128003287706479,0.290933513269579,0.044,0.034,1
"ATG2B",0.128817380605074,0.489928994036482,0.031,0.022,1
"ZBED6",0.128882248256359,-0.392023046133784,0.039,0.047,1
"AC142472.6",0.128948696538733,-0.5972275591034,0.01,0.012,1
"FLJ20021",0.128987278482811,0.135844559141809,0.023,0.019,1
"RAP2C-AS1",0.128994596690785,0.762512928892657,0.016,0.01,1
"XRCC6BP1",0.129188376979047,0.415239899420942,0.044,0.033,1
"THAP8",0.129616629887787,-0.310505249780912,0.011,0.011,1
"DTWD1",0.130373013135571,-0.156508437073104,0.067,0.068,1
"RP11-110I1.13",0.130429253625091,0.68772687775136,0.012,0.007,1
"AC062029.1",0.130793004965628,-0.80729371855647,0.007,0.011,1
"ALG10B",0.13098619297099,0.38896914796687,0.014,0.009,1
"SDHAF1",0.131158775125833,-0.17725402740294,0.071,0.075,1
"TERF2",0.131174122853797,-0.169362372021276,0.036,0.036,1
"RP11-385D13.3",0.131358647102092,-0.977492238853492,0.006,0.011,1
"CDK8",0.131529171749876,-0.135676774609805,0.033,0.032,1
"ARHGAP32",0.131730929394587,0.625125053280694,0.018,0.011,1
"TOP3B",0.131912021716963,-0.42219593310746,0.021,0.025,1
"WDR37",0.132022834142536,-0.314955539491193,0.05,0.059,1
"NSUN3",0.132164283205576,-0.185466720302229,0.041,0.043,1
"CCNJ",0.132186264975468,0.64554643866346,0.012,0.007,1
"KIAA0556",0.13347808779464,0.140736904010717,0.01,0.008,1
"FKTN",0.133610055497687,0.335451729590144,0.017,0.012,1
"XX-FW83563B9.5",0.133716304295864,-0.74159789817706,0.01,0.016,1
"NUP85",0.133853228353423,-0.403812186953268,0.043,0.055,1
"RP1-39G22.7",0.134112082579055,-0.366779392955357,0.027,0.032,1
"IL17RE",0.134813162780468,-0.796987406231798,0.01,0.015,1
"DNAAF5",0.134841113859452,0.645024516675865,0.022,0.014,1
"ARHGEF12",0.134976020894217,-0.789723557347028,0.012,0.017,1
"RPP21",0.13548294628103,-0.365185916682553,0.048,0.061,1
"STK36",0.135676738059734,1.10685860360675,0.01,0.005,1
"TGDS",0.135784862857319,-0.474146607467323,0.026,0.035,1
"MCM4",0.13579153263371,-0.908710472672462,0.007,0.012,1
"NKIRAS1",0.135862440703573,-0.464635777440158,0.01,0.012,1
"AGER",0.136035696109734,0.604342164788548,0.022,0.014,1
"SPIN4",0.136778901017433,0.841914417633354,0.011,0.006,1
"LIG3",0.136784938723688,-0.206668926576274,0.028,0.028,1
"ZMAT3",0.137057871252639,0.169416107349449,0.088,0.075,1
"RNF25",0.137080007726753,-0.218453470348276,0.028,0.03,1
"PDDC1",0.137273958590312,-0.380428396583498,0.038,0.048,1
"ZNF34",0.137863504365814,-0.871923876008863,0.007,0.013,1
"NBPF20",0.138422219857116,-0.468171034852945,0.013,0.016,1
"NPC1",0.139353533456385,-0.261397080397626,0.03,0.032,1
"FUT7",0.139596105307164,-0.180420599210844,0.04,0.039,1
"AC007228.9",0.139669633799085,-0.959403020637803,0.006,0.01,1
"WDFY4",0.140418390461483,-0.334641224125136,0.03,0.032,1
"MTX3",0.140426096574891,-0.705210984042082,0.012,0.018,1
"POU2F1",0.140550727827613,-0.262721564479291,0.046,0.052,1
"RP11-554J4.1",0.142381455035951,-0.247121455327023,0.03,0.035,1
"GPSM2",0.142791425645029,-0.803261423188789,0.009,0.015,1
"TDRD7",0.14318146739024,0.343399882368979,0.018,0.013,1
"EXOC6B",0.14327776839968,0.130925430526657,0.012,0.009,1
"LZTR1",0.143410474475041,0.145214472522651,0.03,0.024,1
"DDX26B",0.143412127392924,-0.251662364237043,0.031,0.033,1
"DHDDS",0.144263601374945,-0.336606018682011,0.031,0.035,1
"DCAF17",0.144354579443136,-0.562777500150113,0.019,0.027,1
"DET1",0.144358052828084,-0.451196198756938,0.01,0.012,1
"LINC00339",0.14483636058206,0.373636784121716,0.034,0.025,1
"MATR3.1",0.14541560283338,-0.366770957706132,0.018,0.021,1
"ZC3H4",0.145418009436305,0.20805377739622,0.064,0.053,1
"POP1",0.145515539736245,-0.746711988887428,0.008,0.012,1
"ASB7",0.146305288481696,0.330733454128543,0.023,0.017,1
"CTB-55O6.13",0.146676777345873,0.434750876553802,0.01,0.006,1
"NCOA6",0.146968150419254,0.319325446532188,0.042,0.033,1
"CLP1",0.147193511278963,-0.232716726718242,0.024,0.025,1
"GBA2",0.147555474161218,0.36064694529524,0.029,0.021,1
"ZNF799",0.148032434578888,-0.892832909750021,0.006,0.011,1
"RNF220",0.148094465132923,0.243029815578571,0.079,0.066,1
"STAM",0.148361444459265,0.155837142796818,0.035,0.028,1
"LINC00893",0.148559981171386,-0.37837098957919,0.016,0.017,1
"PACRGL",0.148663718508985,0.355606417561491,0.016,0.011,1
"CTD-3203P2.3",0.149491576088963,-1.01998984619379,0.006,0.01,1
"STRN3",0.150999601589359,0.114666276339926,0.055,0.048,1
"TBL2",0.151217342235615,-0.112704529466522,0.03,0.029,1
"C1orf112",0.151224417288245,-0.729798668522512,0.007,0.012,1
"ZNF213",0.151413300604892,0.376780307562124,0.017,0.012,1
"JMJD8",0.152282108018439,-0.235595365157578,0.046,0.05,1
"TMEM41A",0.152311831173559,-0.24458624418259,0.047,0.052,1
"TIRAP",0.152590150471152,-0.15583214612647,0.016,0.016,1
"BAP1",0.152833221883158,-0.264663601988221,0.052,0.058,1
"RAB33B",0.15387230140977,-0.321164475417236,0.041,0.048,1
"IGHMBP2",0.15404367402215,-0.326813914649635,0.02,0.022,1
"TMEM220",0.154449255144247,-0.280582305465083,0.014,0.015,1
"TBCE",0.155378783843105,-0.562342053415699,0.016,0.022,1
"PHF19",0.155509970640393,0.305143137831924,0.052,0.041,1
"MICALL1",0.155587633087723,-0.641647080272091,0.014,0.021,1
"SPTLC1",0.155812658075064,-0.142647632899039,0.03,0.029,1
"PTDSS2",0.156068906693757,0.59063812326719,0.026,0.019,1
"GALE",0.156074782268731,0.271456286669784,0.028,0.021,1
"RHBDD3",0.156286162233872,-0.423325205535862,0.023,0.028,1
"THAP2",0.158503656010784,0.222134622580057,0.066,0.056,1
"ACSF2",0.159325300773193,0.121970289116032,0.021,0.017,1
"RP11-804H8.6",0.159650799033938,0.842108803499336,0.013,0.008,1
"RP1-43E13.2",0.160058766018288,0.71376056731193,0.01,0.006,1
"RUNX2",0.160347861139905,-0.381536206548592,0.038,0.047,1
"PRUNE",0.161170755276531,-0.61880192187888,0.019,0.026,1
"KIF27",0.161523751508162,-0.300872064006318,0.01,0.01,1
"DDX31",0.161715574083775,-0.73497086673951,0.008,0.013,1
"RP11-480A16.1",0.16201356508684,-0.667986371820008,0.01,0.017,1
"PAXBP1",0.163045250851084,-0.100246425144639,0.044,0.044,1
"LENG9",0.163096005162021,-0.457458562298159,0.016,0.019,1
"ATAD5",0.163130456436114,-0.524851758466038,0.019,0.026,1
"KDM5B",0.163238459168164,-0.368194858706776,0.026,0.03,1
"BARD1",0.163432683601261,-0.60723055730162,0.013,0.02,1
"PAXIP1",0.163473200393749,-0.285076536335414,0.018,0.019,1
"RP11-95D17.1",0.163549389450497,0.520809851469533,0.01,0.006,1
"SH3GLB2",0.163645975281444,-0.354289476748194,0.044,0.054,1
"TEF",0.163925877868592,-0.374287120205773,0.012,0.013,1
"TTLL1",0.164687702252589,-0.471943707325529,0.017,0.021,1
"LRRC57",0.164893078258211,-0.144458850665489,0.052,0.053,1
"POLA1",0.165139875518988,0.504606709631107,0.013,0.008,1
"MTFR1",0.165635878518898,0.394437069706405,0.019,0.013,1
"ATL2",0.165637024000199,-0.340225840061542,0.029,0.033,1
"ZNF189",0.166377992505419,-0.495142535972551,0.012,0.016,1
"TMEM53",0.166645216445675,0.373507561019738,0.016,0.01,1
"RSAD2",0.167140268301791,0.530418677073454,0.016,0.01,1
"COCH",0.167452993435693,-0.841291267402511,0.007,0.013,1
"GGH",0.168688778258662,0.492720512897582,0.018,0.012,1
"RP11-517P14.2",0.168877793673771,-0.881170376709498,0.006,0.011,1
"SLC25A30",0.169953027262627,0.471614079621422,0.016,0.011,1
"RAI1",0.169988043838339,0.639898673929356,0.021,0.014,1
"FBXL8",0.170409373406376,-0.522611372189457,0.019,0.028,1
"ZNF775",0.170874126512752,-0.191817193592023,0.01,0.01,1
"NDRG1",0.170940271543592,0.157328691957035,0.073,0.064,1
"AC025171.1",0.171240799960726,0.528862801006414,0.021,0.015,1
"ZSCAN2",0.171940849241524,-0.205736908598559,0.019,0.02,1
"VIPAS39",0.172182805723658,-0.216111940127784,0.028,0.029,1
"RBSN",0.173358532613907,0.254947186215809,0.035,0.028,1
"RPAP1",0.17350633952516,-0.477292134241413,0.021,0.026,1
"ZMYM1",0.174006065388573,-0.552084939707438,0.02,0.027,1
"GFM2",0.174645783123044,-0.244368519278624,0.024,0.025,1
"CASP3",0.175408402286529,-0.319808537254716,0.038,0.043,1
"MTOR",0.175468007685425,-0.415790599172547,0.018,0.021,1
"FAM19A2",0.17584906116853,0.634553993665015,0.024,0.017,1
"NUP98",0.176140710861613,-0.207814564192967,0.063,0.069,1
"TGFBRAP1",0.176182406092279,0.423455135260045,0.032,0.023,1
"RP11-483I13.5",0.177470485597939,1.00616959313751,0.01,0.005,1
"FBLIM1",0.178261900174585,-0.200635002892072,0.007,0.01,1
"ARHGAP10",0.178454310930099,-0.49184471909063,0.017,0.022,1
"RP11-195F19.5",0.178642840088002,0.848844250082045,0.015,0.01,1
"FLT3",0.179516200177061,0.943470834788386,0.01,0.005,1
"BTBD6",0.179703316438995,-0.257466120677281,0.009,0.013,1
"ZNF232",0.180143476096647,-0.647756953227888,0.01,0.014,1
"GPR132",0.180856354827628,-0.346380165641099,0.034,0.041,1
"PFAS",0.181182689251723,-0.188732526310414,0.013,0.013,1
"RP11-467D6.1",0.181512934946662,-0.769528647599875,0.007,0.011,1
"TTLL3",0.181805381555822,0.432006266800762,0.033,0.024,1
"RERE",0.182425413702608,-0.145266347692231,0.086,0.09,1
"TYW1B",0.182587713667482,-0.332070622247747,0.011,0.012,1
"IKZF4",0.182875964300519,0.888340986593567,0.013,0.008,1
"KHNYN",0.184021158720101,-0.278989987894934,0.039,0.043,1
"KIZ-AS1",0.184380630328326,0.211265551968833,0.015,0.012,1
"ZNFX1",0.184750144295037,0.113835261149263,0.091,0.082,1
"SEC31B",0.185058953994906,-0.473743191582653,0.015,0.018,1
"NUP188",0.185209714231229,-0.42200072956196,0.021,0.025,1
"MYL5",0.185213282881009,0.341855913002105,0.035,0.027,1
"MYB",0.185238402382731,0.22391950517057,0.016,0.011,1
"GPC2",0.185500461685081,-0.874197809306367,0.005,0.01,1
"RAB3A",0.185687222025576,0.537494266106448,0.016,0.011,1
"OSBPL3",0.186052638457111,-0.366803059615502,0.019,0.022,1
"ZFYVE19",0.186118845803011,-0.249702555090977,0.036,0.039,1
"CTC-428H11.2",0.18622380034969,0.672707324670744,0.01,0.006,1
"APOM",0.18665516696429,0.206296654585981,0.018,0.014,1
"CRACR2B",0.187108481791667,0.645592095190899,0.013,0.008,1
"CSRNP2",0.187989901629328,-0.599884889765081,0.013,0.017,1
"PLEKHG3",0.189650741824783,-0.38337522981039,0.032,0.037,1
"PAN2",0.189956397828444,0.177903467212404,0.032,0.027,1
"TRAM2",0.190132113908868,0.268587526417138,0.025,0.019,1
"GEMIN5",0.190333711682471,-0.598529248567351,0.015,0.022,1
"ATAT1",0.19056314549083,-0.64493727130016,0.012,0.018,1
"CCR10",0.190830186407457,-1.00774360023051,0.007,0.01,1
"CTD-3001H11.2",0.191044639657622,-0.446578757969033,0.009,0.01,1
"TTLL5",0.191615947893684,-0.463683949602273,0.016,0.019,1
"VAT1",0.19298866768932,-0.33301609749674,0.028,0.032,1
"CEP192",0.193966027921444,0.511634429395596,0.035,0.026,1
"RNF139-AS1",0.194423186362036,-0.223925956793663,0.024,0.026,1
"PRRC1",0.195137053683656,0.31272715824057,0.057,0.046,1
"C9orf64",0.195457238202894,0.250909371173899,0.022,0.017,1
"NAB1",0.196014192343787,0.467213788003836,0.031,0.023,1
"MTHFSD",0.19626385857946,-0.374078190299737,0.024,0.029,1
"CTD-3214H19.4",0.196503477976538,0.920475936458931,0.01,0.006,1
"MANEA",0.196808703681543,-0.449330900463096,0.016,0.018,1
"GFPT1",0.198562295351978,-0.182486507674811,0.038,0.04,1
"EMC3",0.199391366245986,-0.13840492114083,0.162,0.167,1
"TEX30",0.199401676825122,-0.255807996409612,0.037,0.042,1
"APTR",0.199505024660389,0.413611562018065,0.018,0.012,1
"SOWAHD",0.199606327458904,0.72311819131631,0.018,0.012,1
"PSMD5",0.199740103422614,-0.134177791022424,0.044,0.044,1
"PDIK1L",0.200452072269551,-0.418013741058517,0.016,0.018,1
"QPRT",0.200526545518527,0.508847411673342,0.013,0.008,1
"PPP2R5D",0.200925302454825,0.422585247410832,0.032,0.023,1
"ZNF717",0.200939253740128,0.235202829558641,0.026,0.02,1
"TMEM254",0.201220378036619,-0.37411884519467,0.024,0.028,1
"AGAP4",0.201429896473044,-0.862241324113781,0.007,0.011,1
"TMEM39A",0.20222674048446,-0.171736190981777,0.033,0.033,1
"UNC119B",0.204578409467537,-0.251313544622564,0.013,0.014,1
"FAS",0.204913202973174,0.137682278990419,0.042,0.036,1
"RABL3",0.205049752319774,-0.37164690791582,0.03,0.039,1
"MARS",0.205630280114667,-0.1952571646327,0.069,0.075,1
"MED26",0.205827717242652,0.27207863750225,0.029,0.023,1
"FRY-AS1",0.206924520547839,0.481432360591383,0.016,0.01,1
"NSDHL",0.206942462758127,0.198909522346964,0.025,0.02,1
"MPDU1",0.207054286782135,-0.174985474530688,0.076,0.082,1
"RP11-567M16.6",0.207895908309874,0.14961558041491,0.011,0.008,1
"NBR1",0.208089841797767,0.160592285294074,0.145,0.129,1
"CAB39L",0.208103772499244,0.320648499368955,0.012,0.008,1
"VPS13D",0.208442987026293,-0.207803180953017,0.041,0.044,1
"SCRN1",0.210073427713477,0.490741193702639,0.02,0.016,1
"LMF1",0.210295482501136,-0.198442585174227,0.03,0.031,1
"FANCA",0.211544590663898,-0.145605610369183,0.024,0.024,1
"CCDC144A",0.211887241399208,-0.207252227397476,0.023,0.024,1
"ELAC1",0.21337305814713,-0.332948149831791,0.034,0.041,1
"ZHX3",0.213836684555929,-0.68031599219317,0.008,0.011,1
"ZNF384",0.214006978003378,-0.347897823628785,0.036,0.045,1
"RP11-819C21.1",0.214454174745127,-0.781312372004254,0.007,0.013,1
"HIST2H2BF",0.214627355005421,-0.356551702199469,0.01,0.012,1
"MAPKBP1",0.214857922415919,0.622421182878821,0.018,0.012,1
"RP11-727F15.12",0.215191570994805,-0.65660621681197,0.007,0.012,1
"ZNF211",0.215336519778714,-0.361340430663812,0.03,0.038,1
"KAT8",0.21559627409224,0.182628114416013,0.123,0.11,1
"RP5-1085F17.3",0.215691816243051,-0.35649159035549,0.028,0.035,1
"ST7L",0.215804675240229,0.322662024840981,0.049,0.039,1
"PAM",0.215871777459559,0.303471228863552,0.027,0.021,1
"TOPBP1",0.216727309521958,0.297223905762633,0.049,0.039,1
"LIPT2",0.217217291242921,-0.652842551834345,0.01,0.014,1
"LPAR2",0.217334697898687,-0.331622545035121,0.033,0.043,1
"METTL6",0.217983384246397,-0.471231354274135,0.021,0.029,1
"ARHGEF7",0.21825181989822,-0.148254433456003,0.036,0.037,1
"CDC37L1-AS1",0.218462972529811,-0.607105902168661,0.01,0.016,1
"CASS4",0.218563932256094,0.268197272221315,0.018,0.014,1
"INO80",0.218979036623209,-0.132002276910964,0.05,0.052,1
"TBKBP1",0.219021063565874,-0.43843645546813,0.009,0.01,1
"FUZ",0.22005921315426,-0.359831113932316,0.027,0.032,1
"ACP2",0.220215493527866,0.478799569600359,0.037,0.028,1
"DNMBP",0.220420678567949,0.353799508813855,0.014,0.01,1
"HSDL1",0.220446954173152,-0.401549566575901,0.025,0.03,1
"SHPK",0.221183473972472,-0.472702832343159,0.021,0.029,1
"RAD52",0.22160984799831,-0.766082731773409,0.008,0.013,1
"CEP85",0.221612954069092,-0.219821497668856,0.013,0.012,1
"RP11-66N11.8",0.221948008476108,-0.318849732945186,0.018,0.021,1
"CASD1",0.222059796113983,-0.227228340983344,0.024,0.025,1
"DENND4A",0.223766930076275,0.10167591176988,0.09,0.082,1
"FAM221A",0.224083627306655,-0.462723557847652,0.016,0.02,1
"PRKRIR",0.224194962021713,0.162105411203824,0.099,0.087,1
"ST7",0.224579512784369,-0.176471554050401,0.01,0.009,1
"ZDHHC14",0.22508108435225,0.183449212338127,0.018,0.015,1
"CAMKMT",0.225084314455765,-0.388123801872687,0.027,0.033,1
"AP003419.16",0.225155689770301,-0.504440405311024,0.012,0.014,1
"DGKH",0.226091509474072,-0.350215982150737,0.014,0.016,1
"RP11-841O20.2",0.226116868917415,-0.299858025173456,0.036,0.042,1
"TUBG1",0.226173635360607,-0.582066314057048,0.013,0.019,1
"HIF1AN",0.226192976999085,-0.219591576491737,0.042,0.047,1
"POMZP3",0.226605434816175,-0.741459328389158,0.007,0.012,1
"ZNF585A",0.227145350246635,-0.661413369670635,0.01,0.016,1
"FIZ1",0.227957279874877,0.741607079239806,0.015,0.009,1
"PRC1",0.228066434280809,-0.364213792630258,0.009,0.01,1
"RP11-1398P2.1",0.228431923617972,0.302758786977217,0.073,0.061,1
"UBOX5",0.228889546239525,-0.546600190132107,0.013,0.017,1
"JRK",0.228905845013829,-0.323740550699808,0.013,0.015,1
"LINC00342",0.229740366044268,-0.714501584836565,0.009,0.013,1
"FKBP5",0.230011945845832,0.135125231175762,0.123,0.11,1
"FBXO48",0.230259293944472,0.342436906733036,0.021,0.016,1
"ABHD10",0.23031949143994,0.262503841437639,0.045,0.037,1
"UBTD2",0.230812953441043,0.755446463119028,0.013,0.008,1
"BRD8",0.231105549219422,-0.256431734072889,0.04,0.051,1
"TMEM43",0.232026480095303,-0.138135530292208,0.093,0.101,1
"RP4-798A10.2",0.233808869143769,-0.689128394277388,0.008,0.012,1
"RP11-66N24.3",0.23398877416529,-0.263669869126176,0.012,0.012,1
"SUPT6H",0.23455279379554,0.120624992351996,0.076,0.068,1
"POC5",0.235557222693111,0.288257450279705,0.035,0.028,1
"MPP5",0.236927741647331,0.491833834833839,0.022,0.016,1
"CELA1",0.236936120375368,-0.476562377367954,0.021,0.027,1
"GATM",0.237232623407959,0.175318637819434,0.016,0.013,1
"RBM12B",0.237675965819057,-0.262664981625664,0.033,0.036,1
"VWA5A",0.237905008191212,-0.631629551483554,0.01,0.015,1
"MDP1",0.238072166573005,-0.35767849630761,0.026,0.031,1
"FAM127B",0.238524327708391,0.172954383583916,0.044,0.038,1
"ZNF432",0.238752858807751,-0.60863071972823,0.01,0.015,1
"PARG",0.238992271079015,-0.169007801562639,0.033,0.033,1
"ZNF529-AS1",0.239912364566192,-0.760461382374253,0.007,0.011,1
"ZNF513",0.241070026751781,0.250489375165633,0.017,0.013,1
"HPS6",0.241156580428877,-0.36941640639717,0.022,0.026,1
"IKBKE",0.241271861296681,-0.207663331777247,0.085,0.098,1
"RP5-892K4.1",0.242228151392594,-0.714443132284288,0.009,0.013,1
"FAM193B",0.244352487764484,0.3073151201744,0.03,0.023,1
"EIF3B",0.244428034293851,0.116872427735434,0.136,0.124,1
"ATAD3B",0.244648188748106,-0.229822084983097,0.033,0.036,1
"TADA2B",0.245055634831575,0.504523744100901,0.031,0.023,1
"KCTD7",0.245531660375066,-0.30986281200678,0.025,0.029,1
"GNPDA1",0.24627318835479,0.259686742188627,0.068,0.057,1
"PAXBP1-AS1",0.246337138111966,0.829880326863938,0.01,0.007,1
"SIKE1",0.246369619441609,-0.166237216010954,0.07,0.076,1
"PTK2",0.24671100909901,-0.353670384544096,0.017,0.018,1
"USP21",0.247422804495155,-0.233627416257262,0.018,0.018,1
"RP11-629O1.2",0.248296565012444,0.407076509441234,0.017,0.012,1
"LIX1L",0.248589751049918,-0.126240690951537,0.087,0.092,1
"MEX3C",0.248694264888948,0.389616087740003,0.05,0.04,1
"DNLZ",0.248922772842343,-0.52821493140255,0.007,0.011,1
"DTWD2",0.248960419793642,-0.70519381106728,0.009,0.014,1
"TPRG1L",0.249240446403958,-0.196084659478294,0.045,0.049,1
"ZNF354B",0.249455879307422,-0.413390344837254,0.019,0.024,1
"OTUD3",0.249826401441437,0.568615546406972,0.015,0.01,1
"BIK",0.250640462878101,-0.559980924281176,0.008,0.011,1
"GPR137B",0.253901190712634,0.184680569250907,0.038,0.031,1
"LIN9",0.254981602617367,-0.466156231171388,0.007,0.011,1
"CACFD1",0.256798649395341,0.369451416851349,0.01,0.007,1
"TRIM66",0.257139997014377,0.360635208833355,0.015,0.011,1
"C19orf73",0.257277502266443,-0.668890318520464,0.007,0.011,1
"LINC01136",0.257651401448316,0.928647992949411,0.01,0.006,1
"MBNL1-AS1",0.258664293480926,-0.341163147118757,0.013,0.015,1
"SLC26A2",0.258935975119433,0.378646518642509,0.027,0.021,1
"SLX4",0.259301053256688,-0.564346703306612,0.009,0.011,1
"NUFIP1",0.260263347998734,-0.288940396603025,0.024,0.027,1
"SCLY",0.260384272575728,-0.541125290926561,0.01,0.012,1
"ANKRD9",0.261521161995757,0.149221241566625,0.01,0.007,1
"CTD-2186M15.3",0.261995637110011,0.602195660804779,0.021,0.015,1
"ANKRD27",0.262079488085421,-0.25773484969025,0.033,0.037,1
"ANAPC2",0.262470050421664,-0.239577817668118,0.053,0.059,1
"C1orf159",0.262560797378488,0.110907470261813,0.016,0.014,1
"C1RL-AS1",0.262698058028229,-0.496994149876988,0.01,0.015,1
"TRMT10A",0.26426755900139,0.339001433667307,0.018,0.014,1
"RFX3",0.264401241545446,0.508753599334277,0.026,0.019,1
"LMBR1",0.264976097742361,-0.226741606942105,0.027,0.028,1
"DHRS11",0.265045877695213,-0.685105040424538,0.007,0.012,1
"IFIT2",0.265378360062415,0.489161738252826,0.038,0.03,1
"CHKB",0.265508554475976,0.177079891520975,0.061,0.053,1
"ZNF440",0.265849331601309,0.202890990542801,0.015,0.011,1
"NDUFAF5",0.265889040710671,-0.351810901742629,0.021,0.025,1
"TWSG1",0.266107955405543,-0.510786311211955,0.01,0.013,1
"SREBF2",0.266166606899037,0.111581378038886,0.052,0.048,1
"RP11-14N7.2",0.266382750494604,0.453633164325892,0.016,0.011,1
"RP11-497H16.9",0.268396091046441,0.541793475565957,0.018,0.012,1
"TRMT61A",0.268449416143458,-0.132447136866958,0.041,0.044,1
"DUS2",0.268568832588964,-0.159045138078212,0.044,0.044,1
"SIAH1",0.269022854366628,0.260701007327007,0.048,0.04,1
"FLJ27354",0.270549195587108,-0.569175258059063,0.016,0.02,1
"RP11-48B3.5",0.270597678631835,0.389148646459074,0.012,0.008,1
"MIF-AS1",0.270824065534752,0.234917429581361,0.019,0.015,1
"SLC35D1",0.271982457424713,-0.593087564747759,0.011,0.015,1
"RP11-823E8.3",0.272017121643925,0.78194849095857,0.011,0.007,1
"HYI",0.272088827262884,-0.386602228576239,0.021,0.026,1
"ZER1",0.272193986641914,-0.254625257128359,0.014,0.015,1
"FDXACB1",0.272415806411843,-0.573032972488988,0.01,0.015,1
"FYCO1",0.273581353623198,-0.213224730827728,0.015,0.016,1
