"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CHIC1",0.0572805774354795,-0.972949891360484,0.009,0.016,1
"FGGY",0.0575253769535863,-0.988040967362312,0.007,0.011,1
"RP11-572O17.1",0.0576543432493787,-0.655198632967743,0.011,0.013,1
"CPT2",0.0577456472533049,-0.543059517145682,0.026,0.035,1
"GARS",0.0578845399368976,-0.108425354704263,0.097,0.099,1
"ZNF557",0.058047202454456,-0.667444724112304,0.02,0.031,1
"AAGAB",0.0580755297069315,-0.460899983851681,0.038,0.049,1
"PUS7",0.0581889186561483,-1.1373717299953,0.006,0.011,1
"ATP6V0C",0.0582211602450705,1.05695583320687,0.013,0.006,1
"EXTL3",0.0582934518472812,0.222663194791397,0.014,0.01,1
"TMEM241",0.0584071533725247,-1.18728518150166,0.007,0.012,1
"CEP131",0.0585251946720883,-0.856267893985508,0.011,0.018,1
"POR",0.0586879247319426,0.240322870470037,0.083,0.068,1
"PARD6B",0.0588087644313543,-1.1512635900876,0.005,0.012,1
"ZNF598",0.0589260952614029,-0.141041113197238,0.027,0.026,1
"C15orf41",0.0590212803768487,-1.02289433496143,0.007,0.013,1
"GRAMD1B",0.0590278927536394,1.23745048961338,0.01,0.005,1
"EIF4EBP3",0.0593368184019057,0.786809190518319,0.019,0.011,1
"SEPT8",0.05942525768535,-0.970836332026521,0.007,0.012,1
"KDM4A",0.059677055389011,-0.664536463914198,0.018,0.026,1
"KCTD2",0.0598675413812209,0.632481699542057,0.021,0.013,1
"ACP5",0.0599021434902378,-0.36663823496701,0.072,0.087,1
"NUP43",0.0600145451191312,0.220774465261871,0.024,0.018,1
"SCYL3",0.0602069815533162,-0.362059453023148,0.029,0.035,1
"SAC3D1",0.0602405984381832,0.235546945659541,0.053,0.042,1
"RRAGB",0.0604348781961213,-0.379247077163578,0.029,0.033,1
"SPG20",0.0607176805717902,-0.108713114074356,0.084,0.085,1
"RAB11B-AS1",0.0609424156893512,-0.316929482130014,0.021,0.022,1
"ACOX3",0.0610142005862792,-0.383430413943167,0.018,0.02,1
"TEFM",0.0611977653824662,-0.17895133118414,0.043,0.043,1
"UTP15",0.0612228969335731,-0.227041991904899,0.021,0.021,1
"NFE2L1",0.0612903125963531,-0.342572005659311,0.041,0.047,1
"CDYL",0.0614173381118345,0.225511161743536,0.041,0.031,1
"BCL9",0.061433900429317,-1.0800707495473,0.007,0.011,1
"RGPD5",0.0615747154692048,-0.643229318943354,0.02,0.028,1
"MOCS3",0.0619384354749941,-1.15219179672214,0.006,0.012,1
"ARF4-AS1",0.0619398002606467,0.209829956141318,0.017,0.012,1
"PALB2",0.0620061479861283,-0.563716027918157,0.016,0.018,1
"C5orf22",0.0622160048963532,0.407991712575478,0.027,0.019,1
"NFE2L3",0.0625104224318156,0.379323742372292,0.018,0.012,1
"URB1-AS1",0.062587198127696,-0.228736192574896,0.021,0.022,1
"DCUN1D4",0.0628722958066728,-0.620213416232359,0.021,0.031,1
"C17orf51",0.0630082232146558,-1.3532538832259,0.004,0.01,1
"ZNF12",0.0631378465255536,0.25304429557938,0.038,0.03,1
"RP11-644F5.11",0.0631760391688416,0.876089503817382,0.01,0.005,1
"PITRM1",0.0634269128865474,-0.523040344142551,0.028,0.036,1
"KCNMB4",0.0634693243908076,0.667019816656938,0.01,0.005,1
"RP11-327P2.5",0.0635102949355122,-0.596637409197386,0.027,0.039,1
"INTS7",0.0635342706785038,-0.332382574133263,0.013,0.014,1
"C17orf107",0.0635954244729379,0.98202565305486,0.013,0.007,1
"ACCS",0.0638264427204828,0.187548101842742,0.019,0.015,1
"VPS52",0.0639715990686709,-0.344970967196122,0.024,0.027,1
"HRAS",0.0640453159552429,-0.331887077305203,0.043,0.05,1
"ACACB",0.0640689588720196,-0.908043712012272,0.007,0.011,1
"EXOC1",0.0641676248317303,0.112173039233214,0.118,0.105,1
"GLTSCR1",0.0641692447537012,-0.434323976603677,0.013,0.015,1
"RFC3",0.0642460293326602,-0.347157659576759,0.016,0.016,1
"PANX1",0.0642689172026325,0.293845049370427,0.018,0.013,1
"AGPAT4",0.0644024812233074,0.155878270224104,0.027,0.022,1
"MMS22L",0.0645101092460372,-0.655946713373237,0.021,0.031,1
"FLVCR1",0.0646735314757249,0.175495255232203,0.03,0.025,1
"DPY19L3",0.0648376084908789,0.702308065572281,0.015,0.008,1
"ZNF41",0.0648896232790479,0.307754451710377,0.017,0.012,1
"RAB35",0.0649667101063931,-0.3749340308857,0.052,0.064,1
"E2F6",0.0650266417067232,0.109342586206042,0.02,0.016,1
"GFM1",0.0650970958975024,-0.251111289509223,0.069,0.075,1
"WDR24",0.0652494176209138,-0.735573564772597,0.016,0.023,1
"FAN1",0.065327643269611,-0.65320396899626,0.014,0.019,1
"MRPL36",0.0654294874880698,-0.106215071676278,0.118,0.12,1
"E4F1",0.0658664170289274,-0.291398936047411,0.038,0.042,1
"MTX2",0.0663605209396858,-0.33416050545466,0.053,0.064,1
"LDB1",0.0664032052108062,-0.643635090514032,0.016,0.023,1
"SREBF1",0.0664128182021168,-0.43521267189119,0.036,0.045,1
"C2orf47",0.0664887635944454,0.296956289936537,0.034,0.026,1
"MOB3B",0.0665443811384843,-0.69352101220516,0.013,0.017,1
"RP1-40E16.12",0.0668700289458033,-0.256039893196182,0.017,0.017,1
"CEP97",0.0669602708242272,-0.887915800033693,0.01,0.016,1
"ANKRD52",0.067172653635459,-0.658304533813144,0.013,0.018,1
"TRIM28",0.0673913495305296,0.158961421062718,0.123,0.107,1
"CRADD",0.0676218770809839,-0.656290317784168,0.019,0.028,1
"IMPA1",0.0676736141751718,-0.412415422105556,0.043,0.055,1
"ZNF561",0.0682961523313119,-0.24187897131481,0.045,0.048,1
"SOCS5",0.0683619147332922,0.388961749588958,0.029,0.02,1
"HLCS",0.068390877444056,-1.13786260859915,0.006,0.012,1
"RP5-908M14.9",0.0684150523445712,0.621955996299807,0.018,0.011,1
"KCTD10",0.0684314639289521,-0.17909037408032,0.03,0.029,1
"GTF2E1",0.0684484330091914,-0.239634611046387,0.025,0.026,1
"LIN52",0.068449009363411,-0.617888251064858,0.016,0.02,1
"PRICKLE4",0.0685369761334257,-0.834182546012544,0.008,0.011,1
"SETD1A",0.0687822419307445,-0.312197597964423,0.027,0.028,1
"BRF1",0.0689002280533074,-0.354275380358142,0.035,0.04,1
"APOBEC3F",0.0690320784084023,-0.583489393134474,0.018,0.023,1
"KRBA1",0.0691049179639313,-0.610624613556376,0.01,0.013,1
"TANC2",0.0691515830308345,-0.815817662924196,0.013,0.018,1
"GCN1",0.0691630848942455,-0.280222250044881,0.024,0.025,1
"CTB-25B13.12",0.0692538089658847,-1.02862014996824,0.006,0.01,1
"ZNF197",0.0693481752706788,-0.154958628313975,0.018,0.017,1
"CDKN2A",0.0696129223333424,-1.19472843417204,0.005,0.011,1
"MAP2K4",0.0696287307578874,0.520607426979644,0.054,0.04,1
"SRRD",0.0702302390460385,-0.377270012253351,0.019,0.021,1
"LIG4",0.0707503117992497,0.738737929800993,0.026,0.017,1
"HIVEP1",0.070815879552723,-0.309191567405934,0.029,0.032,1
"PGBD4",0.0709781192632395,-0.832726675093561,0.01,0.017,1
"WDR47",0.0711437899401038,0.690033528425818,0.021,0.013,1
"JKAMP",0.0711661859692561,0.113763203514941,0.106,0.093,1
"CDK7",0.0711830439924118,-0.158923556925157,0.027,0.026,1
"GFOD1",0.0715226742647987,-0.447897458994643,0.022,0.025,1
"POLR1A",0.0716235730876978,0.185138221665793,0.016,0.012,1
"IKZF5",0.071816236310834,0.16224265343736,0.048,0.04,1
"ARL17B",0.0718509474839651,-1.17188333834471,0.005,0.011,1
"ZNF496",0.0718645559157392,-0.720996078384784,0.011,0.018,1
"CLEC16A",0.0722100703111754,-0.397722502826315,0.024,0.026,1
"LSM14B",0.0722108423282917,0.633653473458393,0.033,0.023,1
"DAAM1",0.0724481116144703,-0.416415118530351,0.05,0.058,1
"MTMR1",0.0728175555301639,0.16412485894833,0.035,0.028,1
"DTD2",0.0729587399322964,0.109803182451147,0.038,0.032,1
"USF1",0.0730835136124712,0.270316553739716,0.024,0.017,1
"PCNX",0.0731302551620302,0.410173464299267,0.078,0.061,1
"PPP1R16A",0.0732451255824884,-0.683774847829208,0.016,0.022,1
"VKORC1L1",0.0732818044291083,-0.591498963322263,0.013,0.017,1
"SLC4A2",0.0736192864868177,0.214154459405718,0.041,0.033,1
"BTBD10",0.0740344680311115,0.266253169601118,0.045,0.035,1
"RP11-277A4.4",0.0740666199253857,-1.0797680952195,0.007,0.013,1
"NPIPA1",0.0742613894381348,-0.57229097804773,0.01,0.012,1
"EAF1-AS1",0.0743808989095119,0.619910185983304,0.013,0.008,1
"B3GNT2",0.0746310523362572,-0.132619190543382,0.063,0.063,1
"ZNF689",0.0746632451876041,-0.469365610204191,0.021,0.026,1
"LIN7C",0.0746675055673817,0.184490689552018,0.052,0.043,1
"RP11-1114A5.4",0.0748243378850435,-1.12559967055157,0.007,0.013,1
"TMEM234",0.0748294114850079,0.34226892267272,0.027,0.02,1
"TVP23C",0.0749666265844478,-1.01065172550346,0.007,0.013,1
"LINC01534",0.0750965924776368,-1.05374045771847,0.007,0.013,1
"RP5-864K19.4",0.0751670273713923,0.964047546867687,0.01,0.004,1
"TCP11L1",0.0754407824932012,-0.339339369187624,0.01,0.009,1
"CA11",0.0755121607372075,0.225901156443514,0.054,0.044,1
"PDIA5",0.0756381082148177,0.769592377989623,0.018,0.01,1
"AC016549.1",0.0760551793711411,0.467789274833565,0.01,0.006,1
"CHST14",0.0762677830587541,-0.395214610200309,0.019,0.022,1
"PLCL1",0.0763276710201235,-0.961723329069691,0.007,0.014,1
"PSMG3-AS1",0.0763306114836328,-1.10594726079954,0.006,0.01,1
"CYP2U1",0.0764431271139866,-0.860265588749983,0.012,0.019,1
"LINC01431",0.0766021921613471,-0.843666071233008,0.007,0.01,1
"TTC5",0.0767409675542555,-0.392701805484337,0.043,0.054,1
"NOCT",0.0767416597310897,0.744108746645051,0.01,0.005,1
"FAM228B",0.0769584527825081,-0.224002580310497,0.05,0.053,1
"ICK",0.077041518529993,0.156275236287729,0.029,0.025,1
"CNNM2",0.0773366365398697,-0.918466641507889,0.009,0.014,1
"KLF16",0.0774192443902417,0.560012017587219,0.034,0.023,1
"KIAA1586",0.0774760272633163,-0.526490250389215,0.026,0.033,1
"COQ3",0.0775159144057442,-0.882915336203198,0.009,0.014,1
"MRE11A",0.0776739306308244,0.118986736245406,0.072,0.062,1
"AC091729.9",0.0776902330632297,1.10725655848078,0.013,0.007,1
"ALG9",0.0780646703619918,-1.20360194236218,0.006,0.01,1
"MARS2",0.0780697237789248,-1.17681430336039,0.005,0.01,1
"IQCE",0.0782159459816295,0.499719538790663,0.028,0.019,1
"LCMT2",0.0786722729492974,-0.407163149473547,0.007,0.011,1
"HEATR6",0.0788590370898661,-0.405742833494955,0.014,0.015,1
"MB21D2",0.0788990947032043,-1.20082239220517,0.004,0.01,1
"SETMAR",0.0789768241396078,-0.791238236747662,0.011,0.016,1
"RP11-333E1.1",0.0790777379293331,-1.07894966567921,0.006,0.01,1
"EID2",0.0791390308638713,-0.406901398468533,0.024,0.029,1
"XPO6",0.0791423652941249,-0.131633737548631,0.078,0.08,1
"ARMC7",0.0791627449362404,-0.442079253592927,0.028,0.04,1
"ZNF691",0.0793361255619362,-1.01087746996274,0.007,0.011,1
"ELP4",0.0796280567595703,-0.403379438816157,0.022,0.026,1
"NEURL1",0.07964809233415,0.650919051286349,0.025,0.018,1
"THOP1",0.0796761797297491,-0.547883570439969,0.024,0.033,1
"TIPARP-AS1",0.079912775929771,0.689306963012418,0.02,0.012,1
"MYLK",0.0808603717549741,-0.190936142871346,0.01,0.005,1
"AMDHD2",0.0813205236842802,-0.217629158967867,0.062,0.066,1
"CTNS",0.0815964320735815,0.446397327921959,0.02,0.013,1
"MCCC1",0.0818129767949379,-0.109152742535508,0.041,0.04,1
"PELI3",0.0818175632070039,0.143369620202757,0.01,0.007,1
"RP11-325F22.2",0.0818663816910365,-1.27576818755704,0.004,0.01,1
"ZNF736",0.0819646676822208,0.580524044001164,0.019,0.012,1
"MASTL",0.0823165315049612,0.281888154739011,0.023,0.016,1
"CES4A",0.0826827794716973,-0.558422079188883,0.016,0.02,1
"BUD13",0.0827681114476194,-0.513745113532781,0.027,0.037,1
"QPCTL",0.0829872152740551,0.820963660322497,0.011,0.006,1
"FBXL19",0.0830694189940437,0.919849675559982,0.013,0.007,1
"RP11-109G23.3",0.0833043319008069,0.515443786620043,0.014,0.008,1
"EFCAB11",0.0834599549953064,-0.85874953065279,0.007,0.011,1
"SPRYD7",0.0835426669356421,-0.385741414897057,0.036,0.043,1
"PPP2R5B",0.0835584464335512,-0.646196631698037,0.018,0.028,1
"RP11-500C11.3",0.0837004722812828,-0.885523818254351,0.008,0.014,1
"MTA2",0.083784069790784,-0.278067531988115,0.033,0.036,1
"ZNF142",0.0838399928774035,0.62954817099483,0.017,0.01,1
"MICAL1",0.0838447391478399,0.320974580053271,0.098,0.08,1
"SPATA2L",0.08413112560868,0.35565101553158,0.036,0.026,1
"PGAM5",0.0841721698913001,0.24550699796698,0.022,0.017,1
"KLHL6",0.0842851046193069,-0.207530967397596,0.056,0.059,1
"DCAF16",0.0843344027573568,0.132747304548047,0.064,0.056,1
"ULK4",0.0846144614303699,0.285310485331622,0.037,0.028,1
"ABHD6",0.0848407669579035,0.454026798083657,0.018,0.011,1
"MAPRE3",0.0851034363541509,0.94340373845778,0.015,0.008,1
"PLPP6",0.0851049588515827,-0.801888537406636,0.005,0.011,1
"AL133245.2",0.0852931178166112,-0.322101933696076,0.014,0.014,1
"SH3BP5L",0.0853363260608024,0.485712962108574,0.031,0.021,1
"RASSF1-AS1",0.0854565268968673,0.688051139264227,0.018,0.011,1
"PLCXD1",0.0854623302564004,-0.338976044354249,0.022,0.024,1
"PHACTR4",0.0856358452443248,-0.240366316802005,0.07,0.079,1
"LEMD3",0.0856648676231384,-0.248133979760379,0.046,0.049,1
"SCFD1",0.0863437345635508,-0.100447116207383,0.144,0.146,1
"FANCM",0.0864228632033459,-0.500359333524699,0.016,0.02,1
"EIF4ENIF1",0.0869529120967053,-0.39315131856976,0.022,0.025,1
"ZNF579",0.087041949704658,-0.13649589629663,0.013,0.011,1
"ARMC8",0.0873999695714732,-0.178541700408124,0.092,0.098,1
"ZBTB10",0.0878352641134482,-0.306627209532282,0.07,0.085,1
"RP11-245D16.4",0.0881112714114926,-0.975891395308599,0.007,0.014,1
"KIF16B",0.0883203250433536,0.233743691116072,0.027,0.021,1
"CPSF1",0.0883677639438442,0.342564594324419,0.065,0.051,1
"ZMIZ2",0.0885753758637801,0.13704586828655,0.052,0.045,1
"KANSL3",0.0886041694070648,0.487571059600819,0.038,0.028,1
"DCUN1D2",0.0886241393318442,0.417931284580476,0.013,0.008,1
"PLEKHA5",0.088881090442889,-1.03618301942564,0.007,0.012,1
"ASB13",0.0889421523707323,0.251228170794237,0.021,0.016,1
"ZNF337",0.08905705469317,-0.703330770398695,0.016,0.025,1
"TRIM3",0.0891272042544212,-0.316225572744892,0.012,0.012,1
"MTHFD1L",0.0891624924942843,-1.01162202577208,0.007,0.012,1
"CTC-444N24.8",0.0892508780523567,0.854832283328631,0.016,0.009,1
"ALKBH8",0.0894822751783446,-0.757421248943599,0.014,0.022,1
"AC074183.4",0.0896267694879172,-0.983769740320246,0.006,0.01,1
"NEK7",0.090216940178244,-0.178711268028122,0.098,0.103,1
"HIST1H4J",0.0902170193532698,-0.915451632346563,0.008,0.014,1
"OSBP",0.0904063508219852,0.399982545559146,0.045,0.033,1
"SLC7A1",0.0910766638694329,-0.622741471715653,0.016,0.023,1
"CSRP2BP",0.0911993886122156,-0.628157270462621,0.017,0.024,1
"NDOR1",0.091355577256227,0.739960920946491,0.014,0.008,1
"REXO1",0.0914982425369667,0.26224656522568,0.039,0.03,1
"CNEP1R1",0.0916264860090562,0.331008023701798,0.037,0.027,1
"MGAT5",0.0918080509414249,-0.213666078995887,0.026,0.026,1
"TRMT1L",0.0919467815656232,0.139645603320072,0.041,0.035,1
"C9orf66",0.0920296485772061,0.849964370056457,0.013,0.007,1
"DECR2",0.0921839160784266,0.339196359896542,0.016,0.011,1
"SGTA",0.0922457081249098,-0.107803350888414,0.072,0.072,1
"LINC01006",0.09228743538001,-0.945486841706815,0.007,0.014,1
"VPS8",0.0925276237052668,-0.147466585032817,0.07,0.071,1
"HERC5",0.0925845157037299,-0.587146376416412,0.022,0.031,1
"TPTEP1",0.0926153704434449,-0.718349509582792,0.015,0.024,1
"RP11-258F1.1",0.0926283149468332,-0.468864119470885,0.01,0.016,1
"TMEM102",0.0927833916649772,-0.495979240594375,0.023,0.029,1
"TIGD7",0.0929024549698111,-0.942125671045566,0.006,0.012,1
"GEN1",0.092919000293057,-0.959927712317567,0.008,0.013,1
"MICB",0.0929278647970185,0.539035128426917,0.044,0.033,1
"ZNF529",0.0929719952972627,-0.579190919288134,0.022,0.033,1
"PRMT5",0.0931373606789161,-0.459103715346066,0.033,0.042,1
"CCHCR1",0.0931663985483838,-0.528746982613748,0.02,0.025,1
"VWA9",0.0932147535409847,-0.483748844934354,0.033,0.044,1
"RUFY2",0.09376721716576,-0.297708856511588,0.031,0.034,1
"CTD-2031P19.5",0.0939505333519845,-1.18785656222118,0.004,0.01,1
"FICD",0.094022944634853,-0.8099220260251,0.006,0.012,1
"FASTKD3",0.0941571642143792,0.173161640304837,0.033,0.026,1
"CTD-2017D11.1",0.0944322187789653,-0.70164623718538,0.016,0.025,1
"GPAM",0.0947679449540291,-0.807041602425187,0.005,0.011,1
"PLOD3",0.0953341929959817,0.256541565278783,0.05,0.04,1
"PLK2",0.0960093492903619,0.134421801584111,0.029,0.023,1
"GSS",0.0961508548151884,0.123623802986604,0.07,0.061,1
"RP11-301O19.1",0.0961796858277301,-0.162615853984212,0.013,0.012,1
"ZNF281",0.0961989959719837,0.326919922361804,0.112,0.093,1
"ZNF784",0.0962206862736061,0.240229210885683,0.018,0.013,1
"CCDC157",0.0966120970788483,-0.818348751051444,0.01,0.015,1
"SUN1",0.0969068156786552,0.115198227502809,0.096,0.084,1
"SAV1",0.0969455296505249,-0.654564387335962,0.023,0.033,1
"ATP11C",0.0972729246507593,0.572215640746131,0.031,0.021,1
"TRIM23",0.0973072759935775,0.103991658343742,0.026,0.022,1
"VPS45",0.0973874926411882,-0.213220913115433,0.042,0.044,1
"SLC7A5",0.0976271100895074,-0.512096070952248,0.01,0.017,1
"ALDH1B1",0.0977894700260359,-0.919454471167044,0.007,0.011,1
"CSNK2A2",0.0977933156013302,-0.22597684317398,0.045,0.049,1
"MDM1",0.0978844514959347,-0.14358397633316,0.05,0.051,1
"UBE3B",0.0979975887804289,0.121329575809444,0.046,0.039,1
"ZNF548",0.0980483938319362,-0.249070255687625,0.027,0.028,1
"RLF",0.0982227441706759,0.136351748858247,0.049,0.042,1
"ARHGAP22",0.0985029401122992,0.46715263780039,0.01,0.006,1
"DDX59",0.0987403919262127,-0.199989129913262,0.046,0.049,1
"ERP27",0.0988659027302355,-0.870140694864039,0.009,0.016,1
"SLC25A35",0.099277237827791,0.303317170368334,0.011,0.008,1
"CXorf23",0.0995996951040203,0.435177936112183,0.02,0.013,1
"LIMD1",0.0997981290652281,0.107525735234195,0.039,0.032,1
"FKBP7",0.100000446816422,0.445824174012757,0.01,0.007,1
"USP13",0.100347645103053,-0.651371898312227,0.007,0.013,1
"KNSTRN",0.100410721802283,0.252503909971658,0.015,0.01,1
"YTHDC2",0.100558019913558,-0.170944597244605,0.069,0.073,1
"AC025335.1",0.100605184275122,-1.12367239189502,0.005,0.01,1
"FBXO5",0.100641588289361,-1.04772141381234,0.007,0.013,1
"RP11-212P7.2",0.100732655457584,-0.373549840912245,0.02,0.022,1
"GSDMB",0.10076725161884,-0.932612163693593,0.007,0.013,1
"CNOT11",0.100966812033684,-0.246027648873206,0.07,0.082,1
"RP11-158K1.3",0.100986081331897,-0.941786108693652,0.007,0.014,1
"S1PR2",0.101147458114828,-0.785434090766876,0.01,0.017,1
"IFT122",0.101264751261154,-0.985443226968032,0.007,0.012,1
"ABCC10",0.101271853479276,-0.575357842443377,0.024,0.033,1
"FAM168A",0.101359409837359,0.667262259821012,0.021,0.013,1
"TAF4B",0.101448860454085,-0.613584383011379,0.016,0.022,1
"UBE4A",0.101587133840225,0.187170968516825,0.089,0.075,1
"SWT1",0.101616683756405,-0.547687769060454,0.01,0.011,1
"ZNF862",0.101755204306114,-0.889247768903562,0.008,0.013,1
"NUDT17",0.102049299369211,-1.22617057789357,0.005,0.01,1
"ZNF486",0.102225869205404,-0.819366256043523,0.006,0.012,1
"ZNF451",0.102492458817378,0.116813732372838,0.107,0.095,1
"HIST1H4H",0.10293882593308,-0.235809173238423,0.013,0.012,1
"RPL39L",0.102975928266783,-0.271570993054463,0.027,0.03,1
"ICMT",0.103030031680785,-0.4474915659361,0.029,0.037,1
"LETM2",0.103111146815268,-0.539701462890607,0.01,0.012,1
"C2CD3",0.103222837678418,-0.65931309478488,0.018,0.026,1
"UBXN7",0.103534139518589,0.250290691603504,0.072,0.059,1
"POLG2",0.10357790884924,-0.107586494801511,0.044,0.044,1
"CTD-2547G23.4",0.103744489799372,-0.698709944783196,0.013,0.02,1
"C3orf33",0.103924006936809,-0.982775991469807,0.006,0.012,1
"SAYSD1",0.103998835618507,-0.121540029755039,0.052,0.052,1
"WDR3",0.104121920159462,-0.477522646920008,0.024,0.035,1
"AC005253.2",0.10452739869196,-0.643265230875445,0.013,0.019,1
"VMAC",0.104573348933891,-0.498581291552057,0.027,0.036,1
"TMEM191C",0.104578082036851,-0.326740034433627,0.039,0.045,1
"PGAP3",0.105177345398683,-0.507479399648966,0.018,0.022,1
"STK11IP",0.105321816850096,0.442964511589029,0.033,0.024,1
"FLCN",0.105643504766705,0.111768315238442,0.05,0.042,1
"WDR7",0.105664630015913,0.360373764576427,0.026,0.018,1
"WRN",0.106137255417091,-0.526169089425847,0.019,0.024,1
"AC002467.7",0.106506553416463,0.722078047053599,0.015,0.008,1
"WDR25",0.10697720968892,-0.343271643141657,0.016,0.016,1
"POLA2",0.107141846846316,-0.470940700863492,0.018,0.023,1
"EZH2",0.107310570742067,0.231977894170039,0.027,0.021,1
"TOR1B",0.107504737928293,0.435269514806,0.031,0.022,1
"ABHD12",0.107845120964955,-0.287519741820689,0.051,0.058,1
"LYSMD3",0.107888345148544,-0.227521667806149,0.04,0.041,1
"CHAMP1",0.107890642460092,-0.118885900234031,0.044,0.043,1
"KHK",0.108035812023418,-0.134899221492846,0.013,0.012,1
"GPN1",0.108114694073258,-0.249205535743994,0.071,0.08,1
"RP11-286N22.8",0.108168079204608,0.48047711458109,0.012,0.007,1
"LENG8-AS1",0.108356421201187,0.503721897745654,0.015,0.009,1
"MAST2",0.108831073667271,1.13362914051711,0.01,0.005,1
"HSPA13",0.109074338820712,-0.433962547389839,0.036,0.047,1
"RBM4B",0.109094506585711,-0.376125574090965,0.039,0.047,1
"UBA6",0.109204138783393,-0.243129001278596,0.086,0.098,1
"LRP8",0.109244516868762,0.801504855052511,0.012,0.006,1
"RP3-395M20.12",0.109372936617831,0.131682108118794,0.129,0.114,1
"GMDS",0.109408326050364,-0.23424228407704,0.041,0.045,1
"TAS2R14",0.109480720487373,1.01130509317679,0.012,0.007,1
"LINC00910",0.109505587653552,-1.0063851616059,0.007,0.012,1
"BORCS6",0.109517802348555,-0.310684715712102,0.065,0.08,1
"TMEM86B",0.109870562726643,0.988899920221289,0.014,0.008,1
"RP11-299J3.8",0.109894211299045,-0.750312514784323,0.012,0.019,1
"ZNF502",0.109925507770898,-1.09369929332941,0.005,0.01,1
"IL11RA",0.110011261468189,-0.56276700256304,0.02,0.027,1
"FTCDNL1",0.110134464055664,0.762042319326768,0.018,0.011,1
"ACACA",0.110270830336127,0.133384373596714,0.02,0.016,1
"ENHO",0.110713264159891,0.893440336500651,0.013,0.007,1
"BRD1",0.11082328056851,0.196605000628195,0.042,0.034,1
"ARL17A",0.110832056524735,-0.172113024922733,0.021,0.021,1
"BRMS1L",0.111267961817777,-0.856284451698727,0.01,0.014,1
"SLC35G2",0.111370645395111,0.423230927891078,0.015,0.01,1
"VPS33B",0.111446197741736,-0.649203907324827,0.017,0.024,1
"SENP3",0.111527869516111,-0.484389617258951,0.012,0.014,1
"ZBTB6",0.111571661960172,-0.887509012568564,0.005,0.011,1
"AC010761.8",0.112339990616187,-0.691490797206624,0.01,0.013,1
"VPS18",0.113014432723427,0.479502998029212,0.041,0.03,1
"CDC34",0.113091252491994,0.292419507316291,0.036,0.028,1
"CEP152",0.113363417403085,0.112244103873499,0.025,0.02,1
"RETSAT",0.113423176372435,0.164149011163321,0.021,0.016,1
"HARBI1",0.113881394694966,-1.06696279983009,0.006,0.011,1
"KIAA0922",0.113964894132826,-0.214259961842771,0.067,0.071,1
"RP11-159G9.5",0.114291776237532,-0.387847976141931,0.01,0.011,1
"BMP1",0.114392253624682,0.565604934936583,0.01,0.006,1
"ARHGAP35",0.114536236420311,0.161318053848444,0.039,0.032,1
"ZNF438",0.114929740676807,0.104077620602616,0.018,0.013,1
"ANGEL1",0.115082006506966,-0.113569510472654,0.013,0.011,1
"CTD-2287O16.5",0.115220292655159,-1.08367880828728,0.006,0.011,1
"ZFP69",0.115415229936182,-1.07742344369229,0.005,0.01,1
"FRS2",0.116595045876518,0.41661123645477,0.031,0.022,1
"ZNRD1-AS1",0.116640837669428,-0.682426453349691,0.015,0.023,1
"DESI2",0.116959774873182,-0.101287276525243,0.052,0.05,1
"JUP",0.117272763196733,0.178782601484025,0.028,0.022,1
"SESN2",0.117458820121988,0.566365839044232,0.033,0.023,1
"SH2D3C",0.117558791528962,-0.209157755190795,0.074,0.079,1
"ATG10",0.117564229399195,-0.461562892994834,0.036,0.047,1
"TRIM26",0.117923775828793,0.111769479431256,0.061,0.054,1
"ZNF738",0.117947070181493,-0.10161173104369,0.021,0.02,1
"ZNF93",0.118148959509095,0.422183198481197,0.016,0.011,1
"L3MBTL3",0.118157441774335,-0.250587899658584,0.055,0.059,1
"C1orf216",0.118713366004173,-0.354771559675237,0.018,0.021,1
"ATN1",0.118716109450463,-0.579731083508601,0.016,0.021,1
"PIAS3",0.119407342094254,0.108531735772673,0.024,0.02,1
"DNAJC24",0.120049086984851,-0.566074574896637,0.02,0.029,1
"TBX19",0.120212104413413,0.64471193919514,0.01,0.006,1
"GPR180",0.120273517894139,0.157287164129537,0.024,0.02,1
"AVEN",0.120366993311807,-0.729844590880295,0.007,0.01,1
"NFIX",0.120537063804461,0.645013728346895,0.013,0.007,1
"TMEM209",0.12100463932289,-0.45590298174333,0.032,0.043,1
"ZNF587B",0.121527445138231,-0.445908125712222,0.012,0.013,1
"NFYC-AS1",0.121956268499157,0.784672956611088,0.018,0.011,1
"PLIN2",0.122792861137975,0.148191128393653,0.137,0.121,1
"CDK14",0.122847604519286,-0.588525396859625,0.006,0.011,1
"RP11-138I1.2",0.123102971297031,-0.899737194224818,0.005,0.011,1
"NR4A3",0.12315205728501,0.773264192670828,0.017,0.01,1
"EPG5",0.123164494849504,0.514207936220612,0.042,0.031,1
"HIST1H2BE",0.123569225816372,-0.673980327323343,0.01,0.015,1
"PSEN2",0.123582597064212,-0.697976377577668,0.009,0.013,1
"SLC1A4",0.124246222137655,0.705077423749572,0.016,0.01,1
"C14orf142",0.124803278966807,-0.32750996460684,0.049,0.058,1
"MADD",0.125305039915479,-0.119737324444232,0.044,0.043,1
"CEP295",0.125671882546092,0.14592579767683,0.031,0.025,1
"RFWD3",0.126479657508881,-0.581864251188382,0.023,0.031,1
"ING2",0.126598481522476,-0.123117077619003,0.059,0.058,1
